rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate
2965,Kepler-937,c,Transit,2,153.343364,0.003287,-0.003287,0,,,,,,,,,,,,,,,,,,0.238,0.081,-0.035,0,,,,,0,1,0,1,19h36m40.51s,294.168805,+46d42m52.6s,46.714611,1482,508.28,-191.89,0,15.224,,0,0,Kepler-band,6095,81.71,-127.3,0,0,1.15,0.12,-0.08,0,0,1.22,0.42,-0.15,0,0,2016-05-10
2966,Kepler-938,b,Transit,1,52.6298417,0.0002898,-0.0002898,0,,,,,,,,,,,,,,,,,,0.198,0.022,-0.014,0,,,,,0,1,0,1,19h39m09.39s,294.789143,+46d59m02.4s,46.98399,861,94.09,-63.98,0,15.004,,0,0,Kepler-band,5533,95.38,-107.5,0,0,0.92,0.05,-0.05,0,0,0.89,0.1,-0.06,0,0,2016-05-10
2967,Kepler-939,b,Transit,1,14.878296,0.0001256,-0.0001256,0,,,,,,,,,,,,,,,,,,0.156,0.028,-0.018,0,,,,,0,1,0,1,19h35m27.75s,293.865613,+47d01m36.6s,47.026829,1029,113.65,-89.64,0,15.534,,0,0,Kepler-band,5471,149.7,-105.85,0,0,0.88,0.06,-0.06,0,0,0.85,0.09,-0.07,0,0,2016-05-10
2968,Kepler-94,b,Transit,2,2.50806,,,0,,,,,,,,,,,,,0.034,0.004,-0.004,0,Mass,0.313,0.013,-0.013,0,1.45,0.26,-0.26,0,0,1,0,1,18h44m46.74s,281.194747,+47d29m49.7s,47.497148,,,,,12.895,,0,0,Kepler-band,4781,98,-98,0,0,0.81,0.06,-0.06,0,0,0.76,0.03,-0.03,0,0,2014-05-14
2969,Kepler-94,c,Radial Velocity,2,820.3,3,-3,0,,,,,,,,,,,,,9.836,0.629,-0.629,0,Mass,,,,,,,,,0,1,0,0,18h44m46.74s,281.194747,+47d29m49.7s,47.497148,,,,,12.895,,0,0,Kepler-band,4781,98,-98,0,0,0.81,0.06,-0.06,0,0,0.76,0.03,-0.03,0,0,2014-05-14
2970,Kepler-940,b,Transit,1,59.6225257,0.0003015,-0.0003015,0,,,,,,,,,,,,,,,,,,0.298,0.063,-0.028,0,,,,,0,1,0,1,19h36m57.91s,294.241293,+47d16m33.5s,47.275982,1317,182.31,-117.8,0,15.517,,0,0,Kepler-band,5769,169.66,-95.4,0,0,0.97,0.07,-0.07,0,0,0.96,0.12,-0.08,0,0,2016-05-10
2971,Kepler-941,b,Transit,1,17.42395198,0.000083,-0.000083,0,,,,,,,,,,,,,,,,,,0.275,0.031,-0.054,0,,,,,0,1,0,1,19h37m18.33s,294.326356,+47d13m03.4s,47.217613,1105,129.33,-106.83,0,15.601,,0,0,Kepler-band,5539,154.02,-104.04,0,0,0.89,0.06,-0.07,0,0,0.86,0.1,-0.08,0,0,2016-05-10
2972,Kepler-942,b,Transit,1,44.96417488,0.00006962,-0.00006962,0,,,,,,,,,,,,,,,,,,0.19,0.021,-0.007,0,,,,,0,1,0,1,19h39m49.23s,294.955114,+44d08m59.3s,44.149818,218,5.59,-5.36,0,13.054,,0,0,Kepler-band,4861,77.85,-66.28,0,0,0.81,0.03,-0.03,0,0,0.75,0.02,-0.01,0,0,2016-05-10
2973,Kepler-943,b,Transit,1,49.7701438,0.0001172,-0.0001172,0,,,,,,,,,,,,,,,,,,0.529,0.07,-0.047,0,,,,,0,1,0,1,18h57m05.75s,284.273965,+41d32m06.1s,41.535023,1239,151.99,-108.72,0,15.64,,0,0,Kepler-band,5612,121.64,-101.28,0,0,0.93,0.05,-0.06,0,0,0.91,0.11,-0.07,0,0,2016-05-10
2974,Kepler-944,b,Transit,1,43.3167737,0.0002351,-0.0002351,0,,,,,,,,,,,,,,,,,,0.235,0.024,-0.019,0,,,,,0,1,0,1,19h34m24.30s,293.601262,+42d22m47.1s,42.379761,1035,98.99,-84.47,0,15.737,,0,0,Kepler-band,5409,108.67,-133.24,0,0,0.86,0.05,-0.06,0,0,0.83,0.08,-0.06,0,0,2016-05-10
2975,Kepler-945,b,Transit,1,31.0033814,0.0002081,-0.0002081,0,,,,,,,,,,,,,,,,,,0.235,0.042,-0.022,0,,,,,0,1,0,1,19h25m04.74s,291.269748,+42d05m45.8s,42.096046,1543,273.72,-146.45,0,15.898,,0,0,Kepler-band,5718,119.29,-104.43,0,0,0.97,0.05,-0.06,0,0,0.97,0.17,-0.09,0,0,2016-05-10
2976,Kepler-946,b,Transit,1,11.79162572,0.00005506,-0.00005506,0,,,,,,,,,,,,,,,,,,0.172,0.029,-0.018,0,,,,,0,1,0,1,20h03m43.11s,300.929606,+44d01m43.6s,44.02879,918,156.08,-94.34,0,14.941,,0,0,Kepler-band,5665,263.42,-144.77,0,0,0.94,0.08,-0.07,0,0,0.93,0.15,-0.09,0,0,2016-05-10
2977,Kepler-947,b,Transit,1,26.9644317,0.000157,-0.000157,0,,,,,,,,,,,,,,,,,,0.203,0.021,-0.021,0,,,,,0,1,0,1,19h37m28.01s,294.366727,+42d15m09.6s,42.252678,1188,118.29,-107.6,0,15.789,,0,0,Kepler-band,5508,133.16,-129.72,0,0,0.9,0.05,-0.06,0,0,0.87,0.09,-0.07,0,0,2016-05-10
2978,Kepler-948,b,Transit,1,7.76846622,0.00004201,-0.00004201,0,,,,,,,,,,,,,,,,,,0.165,0.029,-0.037,0,,,,,0,1,0,1,19h33m12.06s,293.300231,+41d31m24.0s,41.523338,884,153.24,-80.42,0,14.8,,0,0,Kepler-band,5679,174.93,-134.32,0,0,0.96,0.07,-0.06,0,0,0.94,0.16,-0.08,0,0,2016-05-10
2979,Kepler-949,b,Transit,1,8.6893073,0.00000963,-0.00000963,0,,,,,,,,,,,,,,,,,,0.26,0.032,-0.021,0,,,,,0,1,0,1,19h54m25.89s,298.607876,+46d27m13.3s,46.453682,572,74.23,-50.82,0,14.548,,0,0,Kepler-band,5403,200.9,-208.02,0,0,0.89,0.06,-0.05,0,0,0.86,0.1,-0.07,0,0,2016-05-10
2980,Kepler-95,b,Transit,1,11.5231,,,0,,,,,,,,,,,,,0.041,0.009,-0.009,0,Mass,0.305,0.008,-0.008,0,1.71,0.37,-0.37,0,0,1,0,1,18h57m55.79s,284.482459,+44d23m52.9s,44.398037,,,,,12.346,,0,0,Kepler-band,5699,74,-74,0,0,1.08,0.08,-0.08,0,0,1.41,0.04,-0.04,0,0,2014-05-14
2981,Kepler-950,b,Transit,1,98.7180406,0.0001748,-0.0001748,0,,,,,,,,,,,,,,,,,,0.801,0.139,-0.074,0,,,,,0,1,0,1,19h11m49.58s,287.956566,+41d07m49.2s,41.130329,1489,253.03,-146.82,0,15.7,,0,0,Kepler-band,5857,115.89,-163.53,0,0,1.02,0.07,-0.06,0,0,1.02,0.17,-0.09,0,0,2016-05-10
2982,Kepler-951,b,Transit,1,71.52530845,0.00008419,-0.00008419,0,,,,,,,,,,,,,,,,,,0.499,0.021,-0.023,0,,,,,0,1,0,1,19h10m57.01s,287.73756,+38d06m52.4s,38.114567,408,18.81,-20.71,0,14.521,,0,0,Kepler-band,4834,86.05,-91.65,0,0,0.77,0.04,-0.04,0,0,0.73,0.03,-0.03,0,0,2016-05-10
2983,Kepler-952,b,Transit,1,130.3546919,0.0002069,-0.0002069,0,,,,,,,,,,,,,,,,,,0.682,0.147,-0.067,0,,,,,0,1,0,1,19h01m29.27s,285.371949,+41d59m38.1s,41.993912,1167,254.09,-104.12,0,15.254,,0,0,Kepler-band,5730,87.45,-100.17,0,0,1,0.06,-0.05,0,0,0.99,0.21,-0.08,0,0,2016-05-10
2984,Kepler-953,b,Transit,2,88.40655258,0.00008306,-0.00008306,0,,,,,,,,,,,,,,,,,,0.376,0.033,-0.029,0,,,,,0,1,0,1,19h15m53.20s,288.971662,+44d37m28.3s,44.624531,240,20.99,-17.5,0,12.16,,0,0,Kepler-band,5416,40.78,-45.57,0,0,0.95,0.03,-0.03,0,0,0.99,0.09,-0.07,0,0,2016-05-10
2985,Kepler-953,c,Transit,2,9.10967112,0.00002528,-0.00002528,0,,,,,,,,,,,,,,,,,,0.106,0.01,-0.008,0,,,,,0,1,0,1,19h15m53.20s,288.971662,+44d37m28.3s,44.624531,240,20.99,-17.5,0,12.16,,0,0,Kepler-band,5416,40.78,-45.57,0,0,0.95,0.03,-0.03,0,0,0.99,0.09,-0.07,0,0,2016-05-10
2986,Kepler-954,b,Transit,1,16.78176602,0.00001593,-0.00001593,0,,,,,,,,,,,,,,,,,,0.207,0.004,-0.01,0,,,,,0,1,0,1,19h43m26.25s,295.859378,+47d56m22.2s,47.93951,224,6.1,-6.43,0,12.971,,0,0,Kepler-band,4990,61.28,-69.8,0,0,0.82,0.02,-0.03,0,0,0.76,0.02,-0.02,0,0,2016-05-10
2987,Kepler-955,b,Transit,1,14.53244172,0.00001662,-0.00001662,0,,,,,,,,,,,,,,,,,,0.279,0.024,-0.015,0,,,,,0,1,0,1,19h13m53.15s,288.471458,+40d16m11.3s,40.269795,637,53.09,-35.66,0,14.625,,0,0,Kepler-band,5350,73.41,-89.94,0,0,0.89,0.04,-0.04,0,0,0.84,0.07,-0.04,0,0,2016-05-10
2988,Kepler-956,b,Transit,1,5.24867263,0.00000312,-0.00000312,0,,,,,,,,,,,,,,,,,,0.268,0.07,-0.034,0,,,,,0,1,0,1,19h30m07.39s,292.530806,+49d03m42.1s,49.061707,631,164.88,-77.61,0,13.345,,0,0,Kepler-band,6040,114.09,-113.17,0,0,1.1,0.09,-0.07,0,0,1.15,0.3,-0.14,0,0,2016-05-10
2989,Kepler-957,b,Transit,1,5.90741354,0.00000507,-0.00000507,0,,,,,,,,,,,,,,,,,,0.491,0.026,-0.029,0,,,,,0,1,0,1,19h20m37.52s,290.156346,+48d49m08.4s,48.818996,749,38.35,-42.82,0,15.625,,0,0,Kepler-band,4963,47.52,-58.85,0,0,0.81,0.03,-0.04,0,0,0.75,0.03,-0.04,0,0,2016-05-10
2990,Kepler-958,b,Transit,1,9.7678805,0.0000111,-0.0000111,0,,,,,,,,,,,,,,,,,,0.184,0.009,-0.007,0,,,,,0,1,0,1,19h09m01.60s,287.256685,+46d04m00.4s,46.066769,467,20.91,-18.28,0,13.766,,0,0,Kepler-band,5421,57.75,-54.04,0,0,0.91,0.03,-0.03,0,0,0.86,0.04,-0.03,0,0,2016-05-10
2991,Kepler-959,b,Transit,1,14.80074836,0.00004706,-0.00004706,0,,,,,,,,,,,,,,,,,,0.391,0.108,-0.078,0,,,,,0,1,0,1,19h28m41.08s,292.171168,+40d48m41.0s,40.811382,1003,272,-202.88,0,12.538,,0,0,Kepler-band,7005,193.26,-159.47,0,0,1.6,0.19,-0.17,0,0,2.01,0.55,-0.4,0,0,2016-05-10
2992,Kepler-96,b,Transit,1,16.2385,,,0,,,,,,,,,,,,,0.027,0.011,-0.011,0,Mass,0.238,0.02,-0.02,0,2.26,1.11,-1.11,0,0,1,0,1,19h48m16.71s,297.069643,+40d31m30.5s,40.525141,,,,,10.297,,0,0,Kepler-band,5690,73,-73,0,0,1,0.06,-0.06,0,0,1.02,0.09,-0.09,0,0,2014-05-14
2993,Kepler-960,b,Transit,1,3.12686223,0.00000167,-0.00000167,0,,,,,,,,,,,,,,,,,,0.204,0.006,-0.022,0,,,,,0,1,0,1,18h45m49.72s,281.457163,+46d44m47.3s,46.746468,298,11.93,-13.29,0,13.884,,0,0,Kepler-band,4755,41.26,-40.53,0,0,0.77,0.03,-0.04,0,0,0.72,0.02,-0.03,0,0,2016-05-10
2994,Kepler-961,b,Transit,1,16.87727414,0.00002872,-0.00002872,0,,,,,,,,,,,,,,,,,,0.227,0.01,-0.007,0,,,,,0,1,0,1,18h48m08.52s,282.035496,+43d37m52.6s,43.631268,607,23.89,-22.14,0,14.101,,0,0,Kepler-band,5582,53.72,-55.83,0,0,0.96,0.03,-0.03,0,0,0.9,0.03,-0.03,0,0,2016-05-10
2995,Kepler-962,b,Transit,1,12.05707239,0.00001586,-0.00001586,0,,,,,,,,,,,,,,,,,,0.176,0.007,-0.007,0,,,,,0,1,0,1,19h41m15.15s,295.313145,+46d14m15.0s,46.237488,439,13.78,-14.89,0,13.576,,0,0,Kepler-band,5478,72.81,-55.18,0,0,0.93,0.03,-0.03,0,0,0.86,0.02,-0.03,0,0,2016-05-10
2996,Kepler-963,b,Transit,1,9.97683705,0.00001568,-0.00001568,0,,,,,,,,,,,,,,,,,,0.237,0.027,-0.017,0,,,,,0,1,0,1,19h47m00.71s,296.752973,+45d02m28.0s,45.0411,786,93.61,-60.7,0,14.943,,0,0,Kepler-band,5461,214.9,-150.82,0,0,0.91,0.06,-0.06,0,0,0.87,0.1,-0.06,0,0,2016-05-10
2997,Kepler-964,b,Transit,1,13.5225106,0.00002258,-0.00002258,0,,,,,,,,,,,,,,,,,,0.189,0.008,-0.006,0,,,,,0,1,0,1,19h41m12.02s,295.30009,+40d33m23.7s,40.556591,478,14.37,-15.44,0,13.895,,0,0,Kepler-band,5427,78.18,-75.15,0,0,0.93,0.03,-0.03,0,0,0.84,0.02,-0.02,0,0,2016-05-10
2998,Kepler-965,b,Transit,1,134.2527298,0.0005661,-0.0005661,0,,,,,,,,,,,,,,,,,,0.302,0.049,-0.035,0,,,,,0,1,0,1,19h54m03.68s,298.515338,+41d53m28.3s,41.891205,618,102.01,-69.26,0,13.35,,0,0,Kepler-band,5886,79.36,-64.81,0,0,1.05,0.04,-0.04,0,0,1.15,0.19,-0.13,0,0,2016-05-10
2999,Kepler-966,b,Transit,1,99.747622,0.0004523,-0.0004523,0,,,,,,,,,,,,,,,,,,0.368,0.104,-0.052,0,,,,,0,1,0,1,19h49m04.94s,297.270578,+50d07m18.5s,50.121811,773,197.77,-85.79,0,14.422,,0,0,Kepler-band,5840,113.67,-184.03,0,0,1.02,0.07,-0.07,0,0,1.02,0.26,-0.1,0,0,2016-05-10
3000,Kepler-967,b,Transit,2,13.22713379,0.00002209,-0.00002209,0,,,,,,,,,,,,,,,,,,0.21,0.007,-0.009,0,,,,,0,1,0,1,19h06m13.94s,286.558075,+38d24m19.3s,38.40536,499,18.68,-18,0,14.443,,0,0,Kepler-band,5178,68.7,-79.8,0,0,0.84,0.03,-0.04,0,0,0.8,0.03,-0.03,0,0,2016-05-10
3001,Kepler-967,c,Transit,2,198.7112502,0.0006558,-0.0006558,0,,,,,,,,,,,,,,,,,,0.326,0.013,-0.012,0,,,,,0,1,0,1,19h06m13.94s,286.558075,+38d24m19.3s,38.40536,499,18.68,-18,0,14.443,,0,0,Kepler-band,5178,68.7,-79.8,0,0,0.84,0.03,-0.04,0,0,0.8,0.03,-0.03,0,0,2016-05-10
3002,Kepler-968,b,Transit,2,3.69298373,0.00000361,-0.00000361,0,,,,,,,,,,,,,,,,,,0.178,0.007,-0.007,0,,,,,0,1,0,1,19h02m24.61s,285.602528,+50d06m43.3s,50.112038,312,11.3,-12.89,0,14.265,,0,0,Kepler-band,4598,37.07,-38.88,0,0,0.76,0.03,-0.04,0,0,0.7,0.02,-0.03,0,0,2016-05-10
3003,Kepler-968,c,Transit,2,5.70940492,0.00000954,-0.00000954,0,,,,,,,,,,,,,,,,,,0.151,0.007,-0.006,0,,,,,0,1,0,1,19h02m24.61s,285.602528,+50d06m43.3s,50.112038,312,11.3,-12.89,0,14.265,,0,0,Kepler-band,4598,37.07,-38.88,0,0,0.76,0.03,-0.04,0,0,0.7,0.02,-0.03,0,0,2016-05-10
3004,Kepler-969,b,Transit,2,34.1731714,0.00007358,-0.00007358,0,,,,,,,,,,,,,,,,,,0.185,0.004,-0.004,0,,,,,0,1,0,1,19h13m29.40s,288.372508,+47d56m00.8s,47.933556,411,7.89,-7.61,0,13.733,,0,0,Kepler-band,5214,44.63,-40.68,0,0,0.92,0.02,-0.02,0,0,0.82,0.01,-0.01,0,0,2016-05-10
3005,Kepler-969,c,Transit,2,1.6829346,0.00000293,-0.00000293,0,,,,,,,,,,,,,,,,,,0.088,0.002,-0.004,0,,,,,0,1,0,1,19h13m29.40s,288.372508,+47d56m00.8s,47.933556,411,7.89,-7.61,0,13.733,,0,0,Kepler-band,5214,44.63,-40.68,0,0,0.92,0.02,-0.02,0,0,0.82,0.01,-0.01,0,0,2016-05-10
3006,Kepler-97,b,Transit,2,2.58664,,,0,,,,,,,,,,,,,0.011,0.006,-0.006,0,Mass,0.132,0.012,-0.012,0,5.44,3.48,-3.48,0,0,1,0,1,19h09m18.39s,287.326624,+48d40m24.4s,48.673431,,,,,12.872,,0,0,Kepler-band,5779,74,-74,0,0,0.94,0.06,-0.06,0,0,0.98,0.09,-0.09,0,0,2014-05-14
3007,Kepler-97,c,Radial Velocity,2,789,,,-1,,,,,,,,,,,,,1.08,,,-1,Mass,,,,,,,,,0,1,0,0,19h09m18.39s,287.326624,+48d40m24.4s,48.673431,,,,,12.872,,0,0,Kepler-band,5779,74,-74,0,0,0.94,0.06,-0.06,0,0,0.98,0.09,-0.09,0,0,2014-05-14
3008,Kepler-970,b,Transit,1,16.73652231,0.00002699,-0.00002699,0,,,,,,,,,,,,,,,,,,0.247,0.012,-0.038,0,,,,,0,1,0,1,19h18m30.06s,289.62523,+40d42m31.4s,40.708726,350,18.73,-26.52,0,14.786,,0,0,Kepler-band,4511,70.69,-70.59,0,0,0.7,0.04,-0.05,0,0,0.67,0.03,-0.04,0,0,2016-05-10
3009,Kepler-971,b,Transit,1,9.59070716,0.0000232,-0.0000232,0,,,,,,,,,,,,,,,,,,0.19,0.02,-0.021,0,,,,,0,1,0,1,18h56m22.70s,284.094587,+41d10m58.2s,41.182821,345,35.44,-26.54,0,13.237,,0,0,Kepler-band,5431,86,-112.52,0,0,0.88,0.04,-0.06,0,0,0.85,0.09,-0.06,0,0,2016-05-10
3010,Kepler-972,b,Transit,1,7.03932553,0.00001608,-0.00001608,0,,,,,,,,,,,,,,,,,,0.415,0.136,-0.098,0,,,,,0,1,0,1,19h43m18.89s,295.828703,+43d25m31.8s,43.425495,1304,428.5,-230.37,0,14.915,,0,0,Kepler-band,6146,204.83,-260.44,0,0,1.15,0.16,-0.12,0,0,1.22,0.4,-0.2,0,0,2016-05-10
3011,Kepler-973,b,Transit,1,49.6077331,0.0001208,-0.0001208,0,,,,,,,,,,,,,,,,,,0.175,0.007,-0.006,0,,,,,0,1,0,1,19h20m39.66s,290.165258,+49d55m25.9s,49.923862,297,8.54,-9.32,0,13.218,,0,0,Kepler-band,5213,65.87,-62.75,0,0,0.86,0.03,-0.03,0,0,0.78,0.02,-0.02,0,0,2016-05-10
3012,Kepler-974,b,Transit,1,4.19449651,0.00000503,-0.00000503,0,,,,,,,,,,,,,,,,,,0.14,0.005,-0.026,0,,,,,0,1,0,1,19h00m03.14s,285.013102,+40d13m14.7s,40.220753,121,6.44,-6.49,0,14.404,,0,0,Kepler-band,3687,38.83,-36.96,0,0,0.52,0.02,-0.02,0,0,0.5,0.02,-0.02,0,0,2016-05-10
3013,Kepler-975,b,Transit,1,1.97034246,0.00000236,-0.00000236,0,,,,,,,,,,,,,,,,,,0.132,0.005,-0.008,0,,,,,0,1,0,1,19h22m11.65s,290.54855,+38d29m43.0s,38.495275,404,19.39,-18.7,0,14.438,,0,0,Kepler-band,4897,90.72,-106.8,0,0,0.8,0.04,-0.04,0,0,0.75,0.03,-0.03,0,0,2016-05-10
3014,Kepler-976,b,Transit,1,105.9564148,0.0004626,-0.0004626,0,,,,,,,,,,,,,,,,,,0.353,0.026,-0.018,0,,,,,0,1,0,1,19h19m28.71s,289.869641,+46d43m46.9s,46.729706,1020,69.7,-53.49,0,15.795,,0,0,Kepler-band,5232,51.16,-66.39,0,0,0.87,0.04,-0.04,0,0,0.83,0.05,-0.04,0,0,2016-05-10
3015,Kepler-977,b,Transit,1,26.85328322,0.00006393,-0.00006393,0,,,,,,,,,,,,,,,,,,0.234,0.015,-0.015,0,,,,,0,1,0,1,19h26m03.89s,291.51621,+42d14m53.5s,42.248196,664,47.59,-38.36,0,14.812,,0,0,Kepler-band,5315,84.55,-105.24,0,0,0.87,0.04,-0.05,0,0,0.83,0.06,-0.04,0,0,2016-05-10
3016,Kepler-978,b,Transit,1,49.6221509,0.000171,-0.000171,0,,,,,,,,,,,,,,,,,,0.267,0.06,-0.051,0,,,,,0,1,0,1,19h06m50.57s,286.710723,+43d02m36.4s,43.043453,624,141.54,-68.11,0,13.429,,0,0,Kepler-band,6002,81.98,-84.89,0,0,1.07,0.08,-0.07,0,0,1.09,0.25,-0.12,0,0,2016-05-10
3017,Kepler-979,b,Transit,1,8.0880135,0.00001135,-0.00001135,0,,,,,,,,,,,,,,,,,,0.243,0.037,-0.021,0,,,,,0,1,0,1,20h01m29.11s,300.371281,+46d24m29.8s,46.408276,606,62.21,-42.17,0,14.624,,0,0,Kepler-band,5310,205.13,-136.81,0,0,0.87,0.06,-0.05,0,0,0.83,0.07,-0.05,0,0,2016-05-10
3018,Kepler-98,b,Transit,1,1.54168,,,0,,,,,,,,,,,,,0.011,0.005,-0.005,0,Mass,0.178,0.02,-0.02,0,2.18,1.21,-1.21,0,0,1,0,1,19h02m38.80s,285.661662,+37d57m52.2s,37.964506,,,,,12.899,,0,0,Kepler-band,5539,73,-73,0,0,0.99,0.06,-0.06,0,0,1.11,0.12,-0.12,0,0,2014-05-14
3019,Kepler-980,b,Transit,1,11.55102504,0.00002754,-0.00002754,0,,,,,,,,,,,,,,,,,,0.238,0.021,-0.04,0,,,,,0,1,0,1,19h38m27.12s,294.613008,+45d03m36.6s,45.060169,804,63.77,-51.43,0,14.138,,0,0,Kepler-band,5935,98.9,-92.58,0,0,1.05,0.05,-0.04,0,0,1.06,0.09,-0.07,0,0,2016-05-10
3020,Kepler-981,b,Transit,1,4.46975774,0.00000586,-0.00000586,0,,,,,,,,,,,,,,,,,,0.206,0.027,-0.016,0,,,,,0,1,0,1,19h16m59.74s,289.248907,+47d39m00.4s,47.650101,913,119.87,-73.34,0,14.769,,0,0,Kepler-band,5718,78.23,-82.87,0,0,0.98,0.04,-0.05,0,0,0.96,0.12,-0.07,0,0,2016-05-10
3021,Kepler-982,b,Transit,1,15.7738221,0.00004115,-0.00004115,0,,,,,,,,,,,,,,,,,,0.201,0.042,-0.024,0,,,,,0,1,0,1,19h13m40.24s,288.41768,+46d35m25.5s,46.590427,702,144.46,-84.85,0,13.205,,0,0,Kepler-band,6139,54.99,-62.95,0,0,1.16,0.07,-0.05,0,0,1.29,0.27,-0.15,0,0,2016-05-10
3022,Kepler-983,b,Transit,1,60.0855082,0.0002611,-0.0002611,0,,,,,,,,,,,,,,,,,,0.211,0.006,-0.016,0,,,,,0,1,0,1,19h00m24.97s,285.10406,+45d00m29.4s,45.008167,655,23.02,-23.32,0,13.43,,0,0,Kepler-band,6052,50.95,-47.66,0,0,1.13,0.03,-0.02,0,0,1.08,0.03,-0.03,0,0,2016-05-10
3023,Kepler-984,b,Transit,1,43.0342272,0.0001479,-0.0001479,0,,,,,,,,,,,,,,,,,,0.189,0.012,-0.01,0,,,,,0,1,0,1,19h47m50.13s,296.958868,+46d23m38.9s,46.394127,461,27.41,-22.58,0,13.534,,0,0,Kepler-band,5610,94.38,-91.79,0,0,0.96,0.04,-0.04,0,0,0.93,0.05,-0.04,0,0,2016-05-10
3024,Kepler-985,b,Transit,1,116.331901,0.001381,-0.001381,0,,,,,,,,,,,,,,,,,,0.266,0.012,-0.013,0,,,,,0,1,0,1,19h20m34.63s,290.144308,+44d02m59.8s,44.049953,741,27.94,-26.54,0,14.767,,0,0,Kepler-band,5434,75.03,-61.79,0,0,0.91,0.03,-0.04,0,0,0.85,0.03,-0.03,0,0,2016-05-10
3025,Kepler-986,b,Transit,1,56.4349938,0.0001446,-0.0001446,0,,,,,,,,,,,,,,,,,,0.211,0.026,-0.017,0,,,,,0,1,0,1,19h32m22.56s,293.094007,+42d53m47.2s,42.896431,563,68.13,-44.89,0,13.668,,0,0,Kepler-band,5642,74.24,-60.93,0,0,0.96,0.04,-0.04,0,0,0.98,0.12,-0.08,0,0,2016-05-10
3026,Kepler-987,b,Transit,1,105.3033148,0.0004783,-0.0004783,0,,,,,,,,,,,,,,,,,,0.291,0.014,-0.011,0,,,,,0,1,0,1,19h17m38.66s,289.41107,+46d07m51.1s,46.130848,936,37.28,-36,0,14.986,,0,0,Kepler-band,5637,69.85,-60.98,0,0,0.97,0.03,-0.03,0,0,0.91,0.03,-0.03,0,0,2016-05-10
3027,Kepler-988,b,Transit,1,17.76080053,0.00002728,-0.00002728,0,,,,,,,,,,,,,,,,,,0.185,0.042,-0.014,0,,,,,0,1,0,1,19h22m50.01s,290.708386,+42d14m14.1s,42.237251,248,14.06,-13.39,0,15.22,,0,0,Kepler-band,4005,43.58,-41.86,0,0,0.55,0.02,-0.02,0,0,0.53,0.02,-0.02,0,0,2016-05-10
3028,Kepler-989,b,Transit,1,7.96431535,0.00000962,-0.00000962,0,,,,,,,,,,,,,,,,,,0.197,0.012,-0.012,0,,,,,0,1,0,1,18h46m19.90s,281.582909,+47d14m01.1s,47.233631,484,24.94,-25.2,0,14.425,,0,0,Kepler-band,5074,52.66,-53.62,0,0,0.82,0.04,-0.04,0,0,0.78,0.04,-0.04,0,0,2016-05-10
3029,Kepler-99,b,Transit,1,4.60358,,,0,,,,,,,,,,,,,0.019,0.004,-0.004,0,Mass,0.132,0.007,-0.007,0,10.9,2.82,-2.82,0,0,1,0,1,19h49m24.96s,297.354004,+41d18m00.2s,41.300049,,,,,12.97,,0,0,Kepler-band,4782,129,-129,0,0,0.79,0.06,-0.06,0,0,0.73,0.04,-0.04,0,0,2014-05-14
3030,Kepler-990,b,Transit,2,9.91723428,0.00002468,-0.00002468,0,,,,,,,,,,,,,,,,,,0.232,0.058,-0.037,0,,,,,0,1,0,1,19h51m45.17s,297.938209,+46d52m53.0s,46.881393,933,242.95,-130.03,0,14.498,,0,0,Kepler-band,5948,211.07,-213.6,0,0,1.05,0.12,-0.09,0,0,1.08,0.27,-0.14,0,0,2016-05-10
3031,Kepler-990,c,Transit,2,0.53835431,0.00000067,-0.00000067,0,,,,,,,,,,,,,,,,,,0.136,0.031,-0.017,0,,,,,0,1,0,1,19h51m45.17s,297.938209,+46d52m53.0s,46.881393,933,242.95,-130.03,0,14.498,,0,0,Kepler-band,5948,211.07,-213.6,0,0,1.05,0.12,-0.09,0,0,1.08,0.27,-0.14,0,0,2016-05-10
3032,Kepler-991,b,Transit,1,82.5342519,0.0003449,-0.0003449,0,,,,,,,,,,,,,,,,,,0.227,0.012,-0.011,0,,,,,0,1,0,1,19h48m21.76s,297.090655,+49d37m35.7s,49.626572,370,16.66,-16.5,0,15.187,,0,0,Kepler-band,4392,55.21,-44.76,0,0,0.64,0.03,-0.03,0,0,0.61,0.02,-0.02,0,0,2016-05-10
